level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
3			4534396.826	4546525.363	#00fff6	1.0	Copy size=110464	1418					7477
3			4548479.525	4619867.327	#00fff6	1.0	Copy size=441856	1418					23637
2			4555824.21	4608748.965	#00fff6	1.0	Copy size=1187488	1418					23636
2			4609498.686	4630310.421	#00fff6	1.0	Copy size=55232	1418					23638
3			4667891.175	4681729.961	#00fff6	1.0	Copy size=110464	1445					7480
3			4703154.184	4751373.596	#00fff6	1.0	Copy size=441856	1445					7483
3			4779573.107	4792399.29	#00fff6	1.0	Copy size=110464	1471					23649
3			4800575.795	4839675.527	#00fff6	1.0	Copy size=441856	1471					7484
3			4883146.493	4895376.759	#00fff6	1.0	Copy size=110464	1497					23658
3			4900723.451	4940573.284	#00fff6	1.0	Copy size=441856	1497					7487
3			4973429.462	4986026.546	#00fff6	1.0	Copy size=110464	1528					7488
3			4997760.028	5043006.362	#00fff6	1.0	Copy size=441856	1528					23668
3			5073128.638	5085651.186	#00fff6	1.0	Copy size=110464	1554					7490
3			5108062.507	5149399.683	#00fff6	1.0	Copy size=441856	1554					23676
3			5179618.41	5192149.358	#00fff6	1.0	Copy size=110464	1580					7492
3			5202213.506	5254170.211	#00fff6	1.0	Copy size=441856	1580					23683
3			5288126.919	5299488.982	#00fff6	1.0	Copy size=110464	1606					23688
3			5304548.048	5342746.713	#00fff6	1.0	Copy size=441856	1606					7496
3			5386178.598	5397177.334	#00fff6	1.0	Copy size=110464	1637					7497
3			5408166.623	5444054.772	#00fff6	1.0	Copy size=441856	1637					23700
3			5474135.828	5483695.744	#00fff6	1.0	Copy size=110464	1663					7499
3			5494256.546	5548777.56	#00fff6	1.0	Copy size=441856	1663					23708
3			5578275.935	5589972.693	#00fff6	1.0	Copy size=110464	1689					23714
3			5597966.537	5633992.815	#00fff6	1.0	Copy size=441856	1689					23718
3			5675067.041	5687201.41	#00fff6	1.0	Copy size=110464	1715					23723
3			5710743.61	5762660.979	#00fff6	1.0	Copy size=441856	1715					7501
3			5795086.161	5804722.314	#00fff6	1.0	Copy size=110464	1746					7502
3			5828559.827	5868797.41	#00fff6	1.0	Copy size=441856	1746					7504
3			5898918.516	5910475.289	#00fff6	1.0	Copy size=110464	1772					23738
3			5933498.925	5977114.158	#00fff6	1.0	Copy size=441856	1772					23743
3			6007996.503	6020811.259	#00fff6	1.0	Copy size=110464	1798					23748
3			6031779.803	6081876.075	#00fff6	1.0	Copy size=441856	1798					23752
3			6110848.04	6124122.594	#00fff6	1.0	Copy size=110464	1824					23757
3			6132366.02	6167922.196	#00fff6	1.0	Copy size=441856	1824					23762
