time	count
661815.30	1.00
661828.06	0.00
661836.20	1.00
661840.67	0.00
661847.09	1.00
661854.37	0.00
661860.88	1.00
661875.97	0.00
663306.33	1.00
663324.61	0.00
663334.30	1.00
663336.27	0.00
663338.62	1.00
663351.56	0.00
663359.44	1.00
663363.84	0.00
663370.82	1.00
663378.16	0.00
663384.66	1.00
663400.01	0.00
664829.78	1.00
664849.63	0.00
664858.89	1.00
664860.41	0.00
664862.56	1.00
664875.24	0.00
664883.34	1.00
664887.63	0.00
664892.06	1.00
664899.10	0.00
664908.15	1.00
664929.03	0.00
666495.73	1.00
666540.74	0.00
666550.39	1.00
666552.19	0.00
666554.40	1.00
666567.17	0.00
666575.30	1.00
666579.64	0.00
666586.45	1.00
666593.84	0.00
666601.56	1.00
666616.76	0.00
666709.91	1.00
666711.19	0.00
666714.44	1.00
666730.27	0.00
666735.68	1.00
666738.14	0.00
666739.97	1.00
666747.18	0.00
666753.93	1.00
666757.30	0.00
666763.82	1.00
666769.17	0.00
666775.56	1.00
666786.49	0.00
666867.04	1.00
666867.99	0.00
666874.57	1.00
666882.54	0.00
666887.87	1.00
666888.57	0.00
666889.76	1.00
666896.81	0.00
666903.27	1.00
666906.26	0.00
666911.48	1.00
666916.94	0.00
666923.24	1.00
666933.98	0.00
668145.02	1.00
668164.84	0.00
668176.24	1.00
668189.83	0.00
668198.53	1.00
668202.90	0.00
668209.65	1.00
668216.66	0.00
668222.90	1.00
668238.34	0.00
669323.45	1.00
669343.21	0.00
669354.36	1.00
669368.11	0.00
669377.10	1.00
669381.82	0.00
669388.78	1.00
669395.72	0.00
669402.00	1.00
669417.13	0.00
669520.64	1.00
669522.75	0.00
669524.58	1.00
669533.66	0.00
669538.77	1.00
669540.24	0.00
669544.29	1.00
669551.63	0.00
669558.88	1.00
669562.42	0.00
669568.72	1.00
669573.77	0.00
669581.42	1.00
669597.89	0.00
672240.57	1.00
672260.51	0.00
672270.55	1.00
672284.21	0.00
672292.93	1.00
672297.57	0.00
672304.21	1.00
672311.55	0.00
672318.02	1.00
672333.05	0.00
673887.96	1.00
673907.32	0.00
673916.58	1.00
673918.45	0.00
673923.34	1.00
673936.07	0.00
673944.04	1.00
673948.49	0.00
673955.20	1.00
673962.60	0.00
673969.59	1.00
673984.17	0.00
676108.28	1.00
676137.84	0.00
676147.38	1.00
676149.05	0.00
676151.23	1.00
676164.03	0.00
676171.97	1.00
676176.42	0.00
676183.14	1.00
676190.70	0.00
676197.69	1.00
676212.87	0.00
677975.01	1.00
678000.82	0.00
678010.00	1.00
678011.45	0.00
678013.60	1.00
678026.62	0.00
678034.94	1.00
678039.41	0.00
678044.57	1.00
678051.71	0.00
678056.50	1.00
678073.25	0.00
679432.13	1.00
679457.58	0.00
679467.40	1.00
679469.34	0.00
679471.48	1.00
679484.72	0.00
679492.57	1.00
679502.55	0.00
679509.54	1.00
679517.34	0.00
679523.99	1.00
679539.35	0.00
680889.09	1.00
680912.19	0.00
680921.99	1.00
680923.35	0.00
680925.51	1.00
680938.20	0.00
680946.37	1.00
680951.10	0.00
680957.60	1.00
680965.20	0.00
680971.30	1.00
680986.43	0.00
682510.24	1.00
682548.51	0.00
682557.76	1.00
682559.51	0.00
682561.68	1.00
682574.36	0.00
682583.29	1.00
682587.76	0.00
682592.55	1.00
682599.67	0.00
682608.92	1.00
682626.89	0.00
684043.91	1.00
684066.83	0.00
684076.27	1.00
684078.56	0.00
684080.55	1.00
684093.06	0.00
684101.30	1.00
684105.66	0.00
684112.94	1.00
684120.14	0.00
684126.32	1.00
684147.61	0.00
685519.63	1.00
685555.65	0.00
685565.16	1.00
685566.51	0.00
685577.58	1.00
685591.72	0.00
685600.30	1.00
685604.93	0.00
685612.18	1.00
685619.68	0.00
685626.34	1.00
685641.51	0.00
686996.08	1.00
687019.12	0.00
687028.42	1.00
687029.93	0.00
687034.68	1.00
687047.54	0.00
687055.77	1.00
687060.37	0.00
687066.86	1.00
687073.27	0.00
687078.13	1.00
687093.38	0.00
688546.03	1.00
688567.28	0.00
688576.90	1.00
688579.21	0.00
688581.43	1.00
688594.61	0.00
688602.93	1.00
688607.34	0.00
688613.95	1.00
688620.86	0.00
688627.78	1.00
688650.65	0.00
690048.84	1.00
690069.22	0.00
690079.49	1.00
690080.92	0.00
690093.62	1.00
690107.60	0.00
690116.36	1.00
690120.94	0.00
690128.42	1.00
690135.72	0.00
690143.05	1.00
690159.21	0.00
691721.09	1.00
691744.85	0.00
691754.03	1.00
691755.68	0.00
691757.86	1.00
691770.68	0.00
691778.98	1.00
691783.48	0.00
691790.60	1.00
691798.06	0.00
691804.68	1.00
691819.43	0.00
691930.29	1.00
691932.25	0.00
691934.39	1.00
691950.42	0.00
691956.03	1.00
691957.68	0.00
691959.04	1.00
691966.82	0.00
691973.84	1.00
691977.00	0.00
691981.80	1.00
691987.22	0.00
691993.28	1.00
692004.54	0.00
692089.86	1.00
692091.02	0.00
692093.78	1.00
692104.61	0.00
692109.98	1.00
692117.14	0.00
692124.80	1.00
692128.07	0.00
692134.50	1.00
692139.22	0.00
692143.84	1.00
692154.54	0.00
693366.06	1.00
693389.02	0.00
693400.40	1.00
693414.12	0.00
693422.67	1.00
693427.39	0.00
693434.25	1.00
693441.03	0.00
693447.41	1.00
693462.71	0.00
694553.84	1.00
694573.40	0.00
694584.22	1.00
694597.19	0.00
694606.23	1.00
694610.75	0.00
694617.38	1.00
694624.00	0.00
694631.14	1.00
694646.30	0.00
694753.18	1.00
694755.37	0.00
694757.46	1.00
694766.92	0.00
694771.89	1.00
694773.35	0.00
694774.42	1.00
694782.21	0.00
694789.05	1.00
694792.71	0.00
694798.88	1.00
694804.31	0.00
694811.86	1.00
694828.08	0.00
697587.25	1.00
697610.99	0.00
697620.10	1.00
697621.78	0.00
697623.98	1.00
697636.74	0.00
697644.78	1.00
697650.32	0.00
697657.18	1.00
697663.64	0.00
697668.37	1.00
697683.38	0.00
699211.67	1.00
699244.23	0.00
699253.61	1.00
699255.70	0.00
699257.85	1.00
699270.56	0.00
699278.77	1.00
699284.23	0.00
699290.83	1.00
699298.02	0.00
699305.07	1.00
699319.94	0.00
701415.62	1.00
701442.53	0.00
701452.34	1.00
701453.66	0.00
701455.59	1.00
701469.17	0.00
701477.70	1.00
701481.98	0.00
701488.90	1.00
701496.24	0.00
701509.23	1.00
701531.08	0.00
703281.72	1.00
703301.24	0.00
703310.67	1.00
703312.48	0.00
703317.20	1.00
703330.10	0.00
703338.33	1.00
703342.71	0.00
703347.90	1.00
703354.99	0.00
703363.63	1.00
703381.70	0.00
704717.61	1.00
704742.19	0.00
704751.33	1.00
704753.68	0.00
704755.92	1.00
704768.74	0.00
704776.93	1.00
704781.48	0.00
704788.37	1.00
704795.65	0.00
704802.24	1.00
704817.81	0.00
706172.42	1.00
706190.68	0.00
706200.68	1.00
706214.52	0.00
706223.27	1.00
706227.80	0.00
706234.27	1.00
706241.31	0.00
706248.00	1.00
706264.09	0.00
707793.71	1.00
707812.71	0.00
707822.96	1.00
707824.82	0.00
707826.95	1.00
707840.01	0.00
707848.02	1.00
707852.55	0.00
707859.06	1.00
707866.22	0.00
707873.10	1.00
707889.31	0.00
709322.02	1.00
709341.85	0.00
709351.24	1.00
709353.84	0.00
709356.20	1.00
709368.85	0.00
709377.69	1.00
709382.28	0.00
709388.81	1.00
709395.37	0.00
709402.09	1.00
709422.45	0.00
710779.25	1.00
710796.98	0.00
710806.37	1.00
710807.95	0.00
710810.07	1.00
710823.07	0.00
710830.85	1.00
710835.04	0.00
710840.21	1.00
710847.64	0.00
710852.73	1.00
710869.98	0.00
712272.74	1.00
712292.08	0.00
712301.38	1.00
712302.87	0.00
712307.80	1.00
712320.46	0.00
712328.97	1.00
712333.37	0.00
712340.09	1.00
712347.45	0.00
712353.74	1.00
712368.54	0.00
713799.94	1.00
713824.06	0.00
713833.87	1.00
713835.24	0.00
713841.00	1.00
713854.15	0.00
713862.11	1.00
713866.78	0.00
713873.23	1.00
713880.53	0.00
713887.17	1.00
713902.53	0.00
715343.48	1.00
715374.78	0.00
715384.19	1.00
715387.03	0.00
715389.12	1.00
715402.08	0.00
715410.10	1.00
715414.54	0.00
715421.14	1.00
715428.54	0.00
715435.40	1.00
715457.20	0.00
716991.30	1.00
717017.70	0.00
717027.29	1.00
717028.90	0.00
717031.35	1.00
717044.72	0.00
717052.74	1.00
717057.38	0.00
717063.82	1.00
717070.51	0.00
717075.79	1.00
717091.64	0.00
717196.67	1.00
717198.57	0.00
717200.55	1.00
717217.67	0.00
717223.10	1.00
717224.69	0.00
717232.97	1.00
717241.26	0.00
717248.50	1.00
717253.14	0.00
717259.66	1.00
717265.37	0.00
717271.49	1.00
717283.04	0.00
717407.52	1.00
717408.70	0.00
717410.98	1.00
717443.18	0.00
717448.92	1.00
717456.21	0.00
717465.13	1.00
717468.45	0.00
717475.92	1.00
717481.63	0.00
717487.79	1.00
717506.74	0.00
717527.53	1.00
717528.77	0.00
718067.96	1.00
718085.86	0.00
718095.27	1.00
718108.71	0.00
718117.47	1.00
718122.27	0.00
718128.86	1.00
718135.46	0.00
718142.17	1.00
718157.15	0.00
718260.98	1.00
718263.18	0.00
718265.99	1.00
718274.89	0.00
718280.53	1.00
718288.00	0.00
718296.10	1.00
718299.67	0.00
718306.15	1.00
718311.17	0.00
718317.87	1.00
718338.10	0.00
719495.87	1.00
719520.53	0.00
719532.78	1.00
719534.58	0.00
719536.77	1.00
719549.82	0.00
719558.26	1.00
719563.04	0.00
719569.61	1.00
719576.63	0.00
719582.79	1.00
719599.93	0.00
720702.21	1.00
720726.07	0.00
720735.29	1.00
720737.01	0.00
720739.19	1.00
720751.88	0.00
720760.82	1.00
720765.34	0.00
720771.74	1.00
720779.04	0.00
720785.59	1.00
720800.86	0.00
720904.81	1.00
720906.68	0.00
720908.61	1.00
720917.44	0.00
720923.36	1.00
720924.36	0.00
720925.72	1.00
720933.58	0.00
720940.41	1.00
720943.97	0.00
720950.02	1.00
720955.44	0.00
720962.60	1.00
