level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
3			615532.426	622098.802	#76ff00	1.0	Partition by Preimage	6					33768
3			622112.727	633184.355	#76ff00	1.0	Partition by Image	7					33769
3			633440.437	633496.116	#d0ff00	1.0	Intersection Reduction	1					26492
3			633642.753	633672.694	#00edff	1.0	Differences	8					26493
3			633853.861	633861.825	#d0ff00	1.0	Intersection Reduction	1					26494
3			633966.622	634072.289	#00edff	1.0	Unions	9					8912
3			2559765.619	2559768.059	#00ffed	1.0	Intersection Reduction	1403					8913
3			2559795.0	2559795.29	#00ffed	1.0	Intersection Reduction	1403					8914
3			2559811.044	2559811.311	#00ffed	1.0	Intersection Reduction	1403					8915
3			2559891.998	2559997.882	#00ffed	1.0	Union Reduction	1403					8916
3			2560140.153	2560152.449	#00ffed	1.0	Difference	1403					8917
3			2560252.971	2560292.131	#00ffed	1.0	Difference	1403					8918
3			2560355.27	2560371.456	#00ffed	1.0	Difference	1403					8919
3			2560446.667	2560447.114	#00ffed	1.0	Intersection Reduction	1404					8920
3			2560455.924	2560456.07	#00ffed	1.0	Intersection Reduction	1404					8921
3			2560466.112	2560466.324	#00ffed	1.0	Intersection Reduction	1404					8922
3			2560637.945	2560638.675	#3a00ff	1.0	Difference	1405					8923
3			2560667.338	2560667.69	#3a00ff	1.0	Difference	1405					8924
3			2560789.927	2560790.686	#3a00ff	1.0	Intersection Reduction	1405					8925
3			2560879.392	2560879.862	#00ffed	1.0	Intersection Reduction	1404					8926
3			2560891.044	2560891.256	#00ffed	1.0	Intersection Reduction	1404					8927
3			2560902.036	2560902.235	#00ffed	1.0	Intersection Reduction	1404					8928
3			2560957.851	2560981.839	#00ffed	1.0	Union Reduction	1404					33770
3			2561050.948	2561056.479	#00ffed	1.0	Difference	1404					33771
3			2561152.107	2561162.031	#00ffed	1.0	Difference	1404					33772
3			2561197.996	2561198.314	#00ffed	1.0	Intersection Reduction	1404					33773
3			2561224.822	2561235.736	#00ffed	1.0	Union Reduction	1404					33774
3			2561262.627	2561263.108	#00ffed	1.0	Difference	1404					33775
3			2561286.564	2561293.919	#00ffed	1.0	Intersection Reduction	1404					26495
