level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
3			2753167.481	2753329.057	#ff0071	1.0	Copy size=519840	1431					26403
3			2801520.316	2801671.251	#ff0071	1.0	Copy size=519904	1429					26405
3			2816265.352	2816328.005	#ff0071	1.0	Copy size=519904	1430					26406
3			2903148.137	2903255.736	#ff0071	1.0	Copy size=519904	1462					26408
3			2942362.365	2942528.913	#ff0071	1.0	Copy size=519904	1463					26410
3			2957303.977	2957369.038	#ff0071	1.0	Copy size=519840	1464					8841
3			3038591.478	3038677.627	#ff0071	1.0	Copy size=519904	1495					26414
3			3077585.52	3077703.647	#ff0071	1.0	Copy size=519904	1496					26416
3			3095703.544	3095767.675	#ff0071	1.0	Copy size=519840	1497					26417
3			3185261.877	3185366.657	#ff0071	1.0	Copy size=519904	1528					26419
3			3219262.668	3219396.654	#ff0071	1.0	Copy size=519904	1529					26420
3			3237074.514	3237152.914	#ff0071	1.0	Copy size=519840	1530					26421
3			3325617.267	3325737.245	#ff0071	1.0	Copy size=519904	1568					26426
3			3359546.877	3359676.072	#ff0071	1.0	Copy size=519904	1569					26428
3			3377704.946	3377768.979	#ff0071	1.0	Copy size=519840	1570					26429
3			3447494.078	3447775.881	#ff0071	1.0	Copy size=519904	1601					33650
3			3492406.201	3492532.755	#ff0071	1.0	Copy size=519904	1602					26432
3			3518827.59	3518891.76	#ff0071	1.0	Copy size=519840	1603					26433
3			3600933.481	3601075.942	#ff0071	1.0	Copy size=519904	1634					26436
3			3649043.76	3649105.444	#ff0071	1.0	Copy size=519904	1635					26438
3			3662936.623	3662999.57	#ff0071	1.0	Copy size=519840	1636					26439
3			3754473.644	3754582.409	#ff0071	1.0	Copy size=519904	1667					26442
3			3787474.402	3787581.469	#ff0071	1.0	Copy size=519904	1668					26444
3			3806336.443	3806401.438	#ff0071	1.0	Copy size=519840	1669					26445
3			3875391.844	3875716.419	#ff0071	1.0	Copy size=519904	1707					8875
3			3923545.404	3923695.465	#ff0071	1.0	Copy size=519904	1708					26451
3			3945598.179	3945662.299	#ff0071	1.0	Copy size=519840	1709					26452
3			4034999.316	4035110.715	#ff0071	1.0	Copy size=519904	1740					26454
3			4075598.071	4075658.167	#ff0071	1.0	Copy size=519904	1741					26455
3			4089515.326	4089596.017	#ff0071	1.0	Copy size=519840	1742					26456
3			4169807.792	4169887.717	#ff0071	1.0	Copy size=519904	1773					26458
3			4210753.74	4210838.785	#ff0071	1.0	Copy size=519904	1774					26460
3			4230023.718	4230086.907	#ff0071	1.0	Copy size=519840	1775					26461
3			4306802.741	4306903.079	#ff0071	1.0	Copy size=519904	1806					26464
3			4351382.719	4351502.473	#ff0071	1.0	Copy size=519904	1807					26466
3			4370114.77	4370177.504	#ff0071	1.0	Copy size=519840	1808					26467
3			4448609.266	4448965.464	#ff0071	1.0	Copy size=519904	1846					33732
3			4487349.595	4487440.043	#ff0071	1.0	Copy size=519904	1847					26473
3			4510483.358	4510550.442	#ff0071	1.0	Copy size=519840	1848					26474
3			4596725.069	4596841.115	#ff0071	1.0	Copy size=519904	1879					26477
3			4639082.021	4639141.317	#ff0071	1.0	Copy size=519904	1880					26478
3			4652311.176	4652375.684	#ff0071	1.0	Copy size=519840	1881					26479
3			4729218.911	4729297.888	#ff0071	1.0	Copy size=519904	1912					26482
3			4778003.601	4778062.341	#ff0071	1.0	Copy size=519904	1913					26484
3			4792123.392	4792187.044	#ff0071	1.0	Copy size=519840	1914					26485
3			4877582.781	4877668.576	#ff0071	1.0	Copy size=519904	1945					26488
3			4916289.587	4916408.614	#ff0071	1.0	Copy size=519904	1946					26489
3			4934078.533	4934142.23	#ff0071	1.0	Copy size=519840	1947					26491
