level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
7			3669855.719	3731773.356	#00fff6	1.0	Copy size=478720	1663					8866
8			3672386.725	3685169.573	#00fff6	1.0	Copy size=181632	1662					33665
6			3672625.076	3699063.534	#00fff6	1.0	Copy size=1897984	1663					33666
5			3684905.847	3700997.713	#00fff6	1.0	Copy size=16896	1663					33667
8			3685232.258	3711086.143	#00fff6	1.0	Copy size=215808	1662					33668
4			3685236.072	3723627.706	#00fff6	1.0	Copy size=1846656	1664					8865
10			3810759.865	3810887.909	#00fff6	1.0	Copy size=519904	1702					26446
10			3811046.413	3821548.052	#00fff6	1.0	Copy size=45408	1702					8871
9			3811077.778	3843694.377	#00fff6	1.0	Copy size=474496	1703					8874
8			3813394.003	3814991.52	#00fff6	1.0	Copy size=53952	1702					26447
7			3813755.4	3815311.723	#00fff6	1.0	Copy size=4224	1703					26448
6			3814415.069	3819535.285	#00fff6	1.0	Copy size=461664	1704					26449
8			3817235.04	3819246.975	#00fff6	1.0	Copy size=2079616	1702					33674
7			3817249.635	3839786.722	#00fff6	1.0	Copy size=181632	1702					8873
8			3819568.785	3856008.537	#00fff6	1.0	Copy size=1897984	1703					33677
10			3839841.399	3860911.081	#00fff6	1.0	Copy size=215808	1702					33678
7			3839844.364	3865476.144	#00fff6	1.0	Copy size=16896	1703					33679
6			3839847.502	3880062.255	#00fff6	1.0	Copy size=1846656	1704					33680
10			3947946.515	4014834.995	#00fff6	1.0	Copy size=565312	1735					33693
9			3948004.359	4011361.532	#00fff6	1.0	Copy size=53952	1735					33691
8			3948378.622	3988342.104	#00fff6	1.0	Copy size=461664	1737					33687
7			3948399.895	4008696.877	#00fff6	1.0	Copy size=478720	1736					8877
6			3952842.555	3953330.648	#00fff6	1.0	Copy size=2079616	1735					26453
6			3953355.003	3966191.815	#00fff6	1.0	Copy size=181632	1735					33685
5			3953422.995	3980606.134	#00fff6	1.0	Copy size=1897984	1736					8876
4			3965469.219	3986621.643	#00fff6	1.0	Copy size=215808	1735					33686
6			3979777.021	3988790.855	#00fff6	1.0	Copy size=16896	1736					33688
5			3985795.271	4002067.262	#00fff6	1.0	Copy size=1846656	1737					33690
10			4091788.236	4149738.344	#00fff6	1.0	Copy size=565312	1768					8879
9			4091854.515	4144915.257	#00fff6	1.0	Copy size=53952	1768					33705
8			4092201.023	4142893.084	#00fff6	1.0	Copy size=478720	1769					33704
7			4095156.294	4096886.792	#00fff6	1.0	Copy size=2079616	1768					26457
7			4097562.909	4110896.137	#00fff6	1.0	Copy size=1897984	1769					33699
6			4097571.162	4124267.737	#00fff6	1.0	Copy size=181632	1768					33700
5			4110559.721	4131020.042	#00fff6	1.0	Copy size=1846656	1770					33701
7			4110959.092	4137117.867	#00fff6	1.0	Copy size=215808	1768					33702
4			4110961.657	4142258.506	#00fff6	1.0	Copy size=16896	1769					33703
7			4137226.559	4155689.33	#00fff6	1.0	Copy size=461664	1770					8880
10			4232287.016	4282956.692	#00fff6	1.0	Copy size=565312	1801					33715
9			4232347.285	4237299.664	#00fff6	1.0	Copy size=53952	1801					26462
8			4235663.797	4297663.9	#00fff6	1.0	Copy size=478720	1802					8883
7			4237065.081	4237571.127	#00fff6	1.0	Copy size=2079616	1801					26463
9			4239767.238	4251401.917	#00fff6	1.0	Copy size=1897984	1802					33712
7			4240030.195	4265536.98	#00fff6	1.0	Copy size=181632	1801					8882
6			4251124.272	4271317.924	#00fff6	1.0	Copy size=215808	1801					33713
5			4251138.972	4273984.048	#00fff6	1.0	Copy size=16896	1802					33714
9			4251466.991	4286749.696	#00fff6	1.0	Copy size=1846656	1803					33716
7			4265601.2	4302344.239	#00fff6	1.0	Copy size=461664	1803					33717
10			4374378.389	4374486.901	#00fff6	1.0	Copy size=519904	1841					26468
10			4374805.864	4399528.455	#00fff6	1.0	Copy size=45408	1841					8886
9			4374834.249	4402349.965	#00fff6	1.0	Copy size=474496	1842					33725
8			4377209.787	4377960.866	#00fff6	1.0	Copy size=4224	1842					26469
7			4377456.488	4380132.626	#00fff6	1.0	Copy size=53952	1841					26470
6			4377636.614	4383008.701	#00fff6	1.0	Copy size=461664	1843					26472
8			4379259.669	4395574.629	#00fff6	1.0	Copy size=181632	1841					8885
7			4381649.886	4382452.425	#00fff6	1.0	Copy size=2079616	1841					26471
7			4382523.361	4420160.537	#00fff6	1.0	Copy size=1897984	1842					33729
5			4382526.074	4424829.443	#00fff6	1.0	Copy size=215808	1841					33730
4			4382528.975	4428377.093	#00fff6	1.0	Copy size=16896	1842					33731
3			4382531.849	4451015.476	#00fff6	1.0	Copy size=1846656	1843					33733
10			4512842.332	4576507.868	#00fff6	1.0	Copy size=565312	1874					33742
9			4512907.813	4516407.047	#00fff6	1.0	Copy size=53952	1874					26475
8			4513338.182	4570951.948	#00fff6	1.0	Copy size=478720	1875					33741
7			4516344.25	4516780.025	#00fff6	1.0	Copy size=2079616	1874					26476
6			4516361.989	4573710.266	#00fff6	1.0	Copy size=461664	1876					8890
9			4519529.257	4532054.825	#00fff6	1.0	Copy size=181632	1874					33738
7			4519708.562	4544839.929	#00fff6	1.0	Copy size=1897984	1875					33739
5			4531202.842	4546726.923	#00fff6	1.0	Copy size=16896	1875					8887
9			4532133.314	4559983.888	#00fff6	1.0	Copy size=1846656	1876					33740
7			4546571.613	4567548.1	#00fff6	1.0	Copy size=215808	1874					8889
10			4654619.304	4707963.723	#00fff6	1.0	Copy size=619264	1907					33752
9			4655055.715	4714775.805	#00fff6	1.0	Copy size=478720	1908					8894
8			4657989.37	4670839.268	#00fff6	1.0	Copy size=2079616	1907					26480
7			4659380.456	4670764.501	#00fff6	1.0	Copy size=181632	1907					8892
6			4659755.081	4682766.629	#00fff6	1.0	Copy size=1897984	1908					33749
5			4661442.867	4684930.256	#00fff6	1.0	Copy size=16896	1908					33750
7			4670821.505	4697014.208	#00fff6	1.0	Copy size=1846656	1909					33751
4			4670825.762	4703556.515	#00fff6	1.0	Copy size=215808	1907					8893
3			4670834.94	4719772.469	#00fff6	1.0	Copy size=461664	1909					8895
10			4794492.665	4855775.368	#00fff6	1.0	Copy size=619264	1940					8898
9			4794921.066	4798824.022	#00fff6	1.0	Copy size=461664	1942					26487
8			4797969.281	4798395.785	#00fff6	1.0	Copy size=2079616	1940					26486
8			4798448.938	4858757.028	#00fff6	1.0	Copy size=478720	1941					8899
9			4801218.514	4812622.716	#00fff6	1.0	Copy size=181632	1940					8897
7			4801419.652	4827178.281	#00fff6	1.0	Copy size=1897984	1941					33758
6			4812262.02	4832913.484	#00fff6	1.0	Copy size=215808	1940					33759
9			4812671.168	4835841.495	#00fff6	1.0	Copy size=16896	1941					33760
5			4812673.889	4850280.491	#00fff6	1.0	Copy size=1846656	1942					33762
