level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
2	4	508157.243	508157.243	508172.199	#FFC0CB	1.0	ProfTask <1>						9038
2	4	508237.313	508237.313	508237.796	#FFC0CB	1.0	ProfTask						9040
2	4	508373.382	508373.382	508878.992	#d0ff00	1.0	main [primary] <1>						1651
2	4	508878.992	508878.992	509718.926	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	509718.926	509718.926	509727.734	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	509727.734	509727.734	509838.691	#d0ff00	1.0	main [primary] <1>						1651
2	4	509838.691	509838.691	509993.159	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	509993.159	509993.159	509999.875	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	509999.875	509999.875	615215.932	#d0ff00	1.0	main [primary] <1>						1651
2	4	615215.932	615215.932	633570.205	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	633570.205	633570.205	633577.811	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	633577.811	633577.811	633629.274	#d0ff00	1.0	main [primary] <1>						1651
2	4	633629.274	633629.274	633891.74	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	633891.74	633891.74	633897.788	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	633897.788	633897.788	633979.913	#d0ff00	1.0	main [primary] <1>						1651
2	4	633979.913	633979.913	636611.177	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	636611.177	636611.177	636621.805	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	636621.805	636621.805	636663.419	#d0ff00	1.0	main [primary] <1>						1651
2	4	636663.419	636663.419	638080.914	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	638080.914	638080.914	638088.713	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	638088.713	638088.713	638106.398	#d0ff00	1.0	main [primary] <1>						1651
2	4	638106.398	638106.398	639610.068	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	639610.068	639610.068	639619.182	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	639619.182	639619.182	639638.682	#d0ff00	1.0	main [primary] <1>						1651
2	4	639638.682	639638.682	641237.92	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	641237.92	641237.92	641245.475	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	641245.475	641245.475	641255.521	#d0ff00	1.0	main [primary] <1>						1651
2	4	641255.521	641255.521	641436.234	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	641436.234	641436.234	641442.561	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	641442.561	641442.561	641451.755	#d0ff00	1.0	main [primary] <1>						1651
2	4	641451.755	641451.755	641601.827	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	641601.827	641601.827	641614.765	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	641614.765	641614.765	641623.414	#d0ff00	1.0	main [primary] <1>						1651
2	4	641623.414	641623.414	642863.99	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	642863.99	642863.99	642871.298	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	642871.298	642871.298	642877.857	#d0ff00	1.0	main [primary] <1>						1651
2	4	642877.857	642877.857	644040.794	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	644040.794	644040.794	644048.225	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	644048.225	644048.225	644054.529	#d0ff00	1.0	main [primary] <1>						1651
2	4	644054.529	644054.529	644243.034	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	644243.034	644243.034	644248.82	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	644248.82	644248.82	644260.274	#d0ff00	1.0	main [primary] <1>						1651
2	4	644260.274	644260.274	647110.741	#d0ff00	0.15	main [primary] <1> (waiting)						1651
2	4	647110.741	647110.741	647127.42	#d0ff00	0.45	main [primary] <1> (ready)						1651
2	4	647127.42	647127.42	647154.404	#d0ff00	1.0	main [primary] <1>						1651
2	4	647154.404	647154.404	648726.054	#d0ff00	0.15	main [primary] <1> (waiting)						1651
